,rank,tax_id,tax_name,colind,CC11CM22,CC11CM5,CC11CM20,CC11CM12,CC11CM68,CC11CM2,CC11CM58,CC11CM95,CC11CM17,CC11CM87,CC11CM48,CC11CM35,CC11CM66,CC11CM1,CC11CM84,CC11CM33,CC11CM21,CC11CM39,CC11CM0,CC11CM63,CC11CM44,CC11CM55,CC11CM41,CC11CM25,CC11CM69,CC11CM11,CC11CM89,CC11CM96,CC11CM47,CC11CM40,CC11CM83,CC11CM15,CC11CM70,CC11CM73,CC11CM7,CC11CM6,CC11CM18,CC11CM98,CC11CM36,CC11CM8,CC11CM82,CC11CM26,CC11CM9,CC11CM94,CC11CM78,CC11CM81,CC11CM38,CC11CM75,CC11CM28,CC11CM32,CC11CM88,CC11CM54,CC11CM16,CC11CM4,CC11CM67,CC11CM27,CC11CM79,CC11CM72,CC11CM42,CC11CM76,CC11CM77,CC11CM57,CC11CM56,CC11CM62,CC11CM99,CC11CM64,CC11CM37,CC11CM10,CC11CM97,CC11CM93,CC11CM23,CC11CM61,CC11CM14,CC11CM59,CC11CM60,CC11CM46,CC11CM45,CC11CM53,CC11CM43,CC11CM71,CC11CM3,CC11CM86,CC11CM29,CC11CM31,CC11CM30,CC11CM19,CC11CM85,CC11CM80,CC11CM24,CC11CM52,CC11CM91,CC11CM90,CC11CM13,CC11CM92,CC11CM51,CC11CM65,CC11CM74,CC11CM34,CC11CM50,CC11CM49
484,phylum,1239,Firmicutes,NR_102880.1,,,,,,,,,,,,52.0,,,,,,,156.0,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,74.0,,,,,,,,,,,,,,113.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,172.0,,,,,,,,,,
485,genus,551771,Vulcanibacillus,NR_116458.1,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,genus,1434702,Taibaiella,NR_118316.1,,,,,,,,,,,,1622.0,,,,,,,,,,,,,,542.0,,,,,,650.0,,424.0,,,,,,69.0,,,,,,,63.0,,,968.0,,,,459.0,,957.0,213.0,,,,1190.0,,,,,,154.0,,,,829.0,918.0,,,,,,,,,,,,,,,,22.0,,,,,,,471.0,,,1094.0,,
487,genus,551771,Vulcanibacillus,AB104843.1.1445,,,,,,,,,,,,,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,superkingdom,2,Bacteria,AB260025.1.1492,,,,,,,,,,,,,146.0,,,,,,,,,,,607.0,,,,,,,,812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,genus,551771,Vulcanibacillus,AB571656.1.1493,,,,,,,,,,,,,1111.0,,,1370.0,2375.0,,,,,,,,,,,,,,,,1114.0,,,,,,,,,,,,,,,,216.0,,,,,,,,1792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,superkingdom,2,Bacteria,AB616134.1.1495,,,,,,,,,,,,,552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,,,,,,,,,,1021.0,,,,,,,,,,,,,,,93.0,,1907.0,,,,323.0,,,,,,,,
491,superkingdom_,1783272,Terrabacteria group,AB661433.1.1495,,,,,,,,,,,,,110.0,238.0,,,712.0,,,,,,192.0,237.0,160.0,,,,,261.0,,,,,,831.0,,,,,,,,1685.0,,,,,,,,,,,227.0,234.0,,,,,,502.0,756.0,,,,,,,,,,,,1150.0,,,116.0,,,843.0,,,,,,,,,1778.0,,,,,,402.0,,130.0,,
492,genus,551771,Vulcanibacillus,ADMB01000110.26493.28035,,,,,,,,,,,,,91.0,4.0,,,,65.0,4.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,37.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,genus,376488,Halotalea,AF525028.1.1481,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,superkingdom,2,Bacteria,AGXG01000059.47244.48754,,,,,,,,,,,,,395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,superkingdom,2,Bacteria,AGXI01000008.226296.227815,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,superkingdom,2,Bacteria,AQOB01000013.872.2389,,,,,,,,,,,,,30.0,,,,,41.0,,194.0,,,,55.0,,51.0,,,,,,107.0,,85.0,58.0,,,,,,128.0,,,,,,,,,,,,,,145.0,,,34.0,,,,97.0,,,,,,,,,,,,144.0,,,167.0,,,,,,,,122.0,,,,,121.0,,,,95.0,,124.0,,,161.0,
497,genus,1434702,Taibaiella,ARFY01000017.91797.93304,,,,,,,,,,,,,1854.0,,,,,,,,,,,,,,,,,,1281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566.0,,,
498,superkingdom,2,Bacteria,AY278616.1.1441,,,,,,,,,,,,,741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,genus,551771,Vulcanibacillus,AY850119.1.1396,,,,,,,,,,,,,1683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273.0,,,,,,,,,,,,,,,,,,,,,,1686.0,,,,,,,,,,,,,,,,,,,,,,,
500,superkingdom,2,Bacteria,AY895189.1.1346,,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,superkingdom,2,Bacteria,AY895193.1.1404,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,order,85006,Micrococcales,CDPW01000002.48559.50058,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,genus,1434702,Taibaiella,CP007034.2537143.2538680,,,,,,,,,,,,,260.0,,,,,1393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2493.0,,,,,,,,,,,,,,,,,,,,,,,3268.0,,,,691.0,,,,,,,,,,,,,,,,,,,,,,
504,superkingdom_,1783272,Terrabacteria group,EF028680.1.1367,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,genus,1434702,Taibaiella,EU136696.1.1944,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.0,,,,,,,,,,,,,,,,,,,,342.0,,,,
506,superkingdom,2,Bacteria,JAGQ01000002.1287696.1289206,,,,,,,,,,,,,1457.0,,,,,,,,,,,,,,,,,,,,,,,,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,order,135619,Oceanospirillales,JF795014.1.1301,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,order,135619,Oceanospirillales,JMDL01000020.1715.3237,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,genus,551771,Vulcanibacillus,JN176344.1.1358,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,genus,551771,Vulcanibacillus,KF733728.1.1487,,,,,,,,,,,,,414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,order,135619,Oceanospirillales,NR_025978.1,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,superkingdom,2,Bacteria,NR_042817.1,,,,,,,,,,,,,680.0,,323.0,,,,,,,,,,,,,,,,,,578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453.0,,,,,,,,,,,,98.0,,,,,,,,,53.0,,,,,,,,,,,,,,,,,
513,genus,1434702,Taibaiella,NR_102944.1,,,,,,,,,,,,,5288.0,,,,,,,,5482.0,,,,,,,,1285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,superkingdom_,1783272,Terrabacteria group,NR_104735.1,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,16.0,,,,188.0,,,,,,,,,36.0,,,,,,,,,23.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,superkingdom,2,Bacteria,NR_112097.1,,,,,,,,,,,,,6.0,,2.0,2.0,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,17.0,4.0,4.0,,,,,,,,,3.0,,,1.0,20.0,,,5.0,,5.0,,,,8.0,,,,,,,,,,,,,,,,
516,phylum,1239,Firmicutes,NR_112226.1,,,,,,,,,,,,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,genus,551771,Vulcanibacillus,NR_113290.1,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,phylum,1239,Firmicutes,NR_117164.1,,,,,,,,,,,,,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,,,,,,,,
519,phylum,1239,Firmicutes,NR_119336.1,,,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,,,,,,,,74.0,,,43.0,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,superkingdom,2,Bacteria,Y18187.1.1550,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,,,,,,,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,superkingdom_,1783272,Terrabacteria group,AAVP02000029.271.1782,,,,,,,,,,,,,,1118.0,,,,,,,,,,1926.0,,,,,,218.0,,,,,,,,,,,1043.0,,,,,,,,,,2309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.0,,,,,,,,,,,,,,
522,superkingdom,2,Bacteria,AB331897.1.1481,,,,,,,,,,,,,,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.0,,,,83.0,,,,,,,,,,215.0,,,,,,,,,,,,,,,,,,,,,,,,529.0,,,,,,,,,,,,,
523,superkingdom,2,Bacteria,AB547640.1.1475,,,,,,,,,,,,,,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.0,,,,,,90.0,,,,,,,,,,,,,,,,,668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3819.0,
524,genus,1434702,Taibaiella,AB554233.1.1486,,,,,,,,,,,,,,1564.0,,,,,,,,,,,,,,,,,,,2491.0,,,,,,,,4521.0,,,,,,1670.0,,,,,,,,,,,,,,,,,,,,,,,,,785.0,,846.0,,,2189.0,,,,,,,,,,,,,,,,,,,1595.0,,,,
525,genus,551771,Vulcanibacillus,AB588023.1.1491,,,,,,,,,,,,,,790.0,,296.0,,,,,,,,,,,,615.0,,,,,,,,,1301.0,,492.0,3262.0,,428.0,,,,,,,,,,,769.0,,,192.0,,,,,,,,,,,,,,1046.0,,,38.0,1624.0,,412.0,,,,,598.0,,,,1198.0,,,,,,1166.0,,,611.0,221.0,,,,,
526,genus,551771,Vulcanibacillus,AB679299.1.1452,,,,,,,,,,,,,,547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,genus,1434702,Taibaiella,AB899729.1.1389,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,1898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.0,,,366.0,,,,,,,,,1150.0,,,,,
528,genus,551771,Vulcanibacillus,ACIM02000001.564708.566263,,,,,,,,,,,,,,1088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,genus,551771,Vulcanibacillus,ADFU01000009.53.1567,,,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,genus,1434702,Taibaiella,ADLE01000017.1593.3112,,,,,,,,,,,,,,808.0,,,,,,,,,,,,,,,,,906.0,,,,,,,2907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284.0,,,,,,,,,
531,genus,1434702,Taibaiella,AFFW01000002.2581008.2582516,,,,,,,,,,,,,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,genus,1434702,Taibaiella,AGZO01000014.686935.688449,,,,,,,,,,,,,,1618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,superkingdom,2,Bacteria,AJ006965.1.1456,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.0,,,,,,,,,,,,,,,,,,,,,,,,2641.0,,,,,,,,,,,,,,,,,,,,,,1640.0
534,genus,551771,Vulcanibacillus,ARCF01000025.3805.5342,,,,,,,,,,,,,,2533.0,,,,,,,,,,,,,1653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,superkingdom,2,Bacteria,BAJS01000049.3577.5109,,,,,,,,,,,,,,636.0,,,,,,,,,,,,,,,,,,,,,,,,,708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.0,,,,,,,
536,superkingdom,2,Bacteria,CP001071.989916.991420,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,1253.0,,,,,,511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,superkingdom_,1783272,Terrabacteria group,CP001708.81697.83211,,,,,,,,,,,,,,2.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,superkingdom,2,Bacteria,CP002530.3080993.3082512,,,,,,,,,,,,,,3512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,superkingdom,2,Bacteria,CP002544.2203321.2204832,,,,,,,,,,,,,,665.0,,,,,,,,,,,,,,,,,223.0,,,,,,,,,,,,,,,,,,,,,,,,,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.0,,,,,,,,,,,,,,,
540,superkingdom,2,Bacteria,CP003040.25465.26999,,,,,,,,,,,,,,151.0,,,,1234.0,,,,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.0,,,,215.0,,,,,,,,,,,,,
541,superkingdom,2,Bacteria,DQ003614.1.1445,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,6.0,,,,,,,5.0,,,
542,genus,551771,Vulcanibacillus,EU075053.1.1329,,,,,,,,,,,,,,737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,genus,551771,Vulcanibacillus,EU096495.1.1449,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,22.0,,61.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,,,150.0,156.0,,,,,,,,,,,,,
544,superkingdom,2,Bacteria,EU136689.1.2064,,,,,,,,,,,,,,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,superkingdom,2,Bacteria,EU874848.1.1460,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,22.0,307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
546,superkingdom_,1783272,Terrabacteria group,FN178462.1.1434,,,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,254.0,,,,,,,,,,,,,,,,,,,,,
547,genus,551771,Vulcanibacillus,HF679039.1.1450,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,superkingdom,2,Bacteria,NR_024661.1,,,,,,,,,,,,,,2342.0,,,,,,,,,,,,,2182.0,,,1903.0,,,,,,,,,,,,,804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0,,,,,,,,,,,,,,398.0,,,,,,,,,,3463.0,,3963.0,
549,genus,12916,Acidovorax,NR_025600.1,,,,,,,,,,,,,,1218.0,,5764.0,,,,,,,,,,,,,,,,,,3888.0,,,,,,,,,,,,,,,,,,,,,1212.0,,,,,,,,,,,,,,,,,,,584.0,,,,,,,,,,,,2770.0,,,,,,,,,,2905.0,,,,
550,genus,551771,Vulcanibacillus,NR_027592.1,,,,,,,,,,,,,,72.0,,409.0,,,,104.0,,,,,,,,,,,,,,,,,,,,,,,,631.0,245.0,,,389.0,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,12.0,,,240.0,,,,,,
551,phylum,1239,Firmicutes,NR_028915.1,,,,,,,,,,,,,,454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.0,,,,,,,,,,,,899.0,,,,,,,,,,,,,,,,,,,,
552,superkingdom,2,Bacteria,NR_029160.1,,,,,,,,,,,,,,612.0,,,,,,486.0,,,,,2642.0,,,4326.0,,,,,,,,,,,,850.0,,276.0,,,,,,,,,,,1126.0,175.0,,2030.0,,1908.0,775.0,,512.0,,,,2537.0,,,506.0,,,,1106.0,,,,1173.0,,,,,2207.0,,,,1549.0,,1647.0,,,,,,,,,,,,,3634.0
553,genus,551771,Vulcanibacillus,NR_042405.1,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,superkingdom,2,Bacteria,NR_112941.1,,,,,,,,,,,,,,2122.0,,1459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2371.0,,,,,,,,684.0,,,,,,,,,,,,,,,,,,,,,,,1501.0,,,,,,,,,,
555,superkingdom,2,Bacteria,NR_113111.1,,,,,,,,,,,,,,761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,phylum,1239,Firmicutes,NR_113323.1,,,,,,,,,,,,,,14.0,,,,,,307.0,,,,,,,,,175.0,,,211.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,315.0,,,,68.0
557,superkingdom_,1783272,Terrabacteria group,NR_113382.1,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,order,135619,Oceanospirillales,U80198.1.1458,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
559,superkingdom,2,Bacteria,AB238598.1.1453,,,,,,,,,,,,,,,974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,,,,,,,,,,,,,,868.0,,,,,,,,,,,,,,,,,,,,,,,,,143.0,1634.0,
560,genus,551771,Vulcanibacillus,AB370976.1.1275,,,,,,,,,,,,,,,2682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,genus,1434702,Taibaiella,AB692943.1.1419,,,,,,,,,,,,,,,209.0,,,,,,,,,,,,,,,,,,,3289.0,,,,,,,,,,,,,,,,,,,2468.0,,,,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,,,,,,1314.0,3458.0,,,,,,,,,,
562,genus,551771,Vulcanibacillus,AB818948.1.1486,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,genus,551771,Vulcanibacillus,ACIK02000004.1283.2833,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,,47.0,,,,,,,,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,genus,551771,Vulcanibacillus,ACIM02000001.1245177.1246733,,,,,,,,,,,,,,,2790.0,,,,,,,,,,,,,1300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,superkingdom_,1783272,Terrabacteria group,AEDQ01000024.3303.4769,,,,,,,,,,,,,,,52.0,,,,,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,superkingdom,2,Bacteria,AGXG01000147.173444.174954,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,
567,genus,12916,Acidovorax,AJ566849.1.1455,,,,,,,,,,,,,,,3410.0,,,,2375.0,,,,1837.0,794.0,,,,,,,,4878.0,,,,,,,5741.0,,,,,,3365.0,,,3436.0,,,,,,,,,,,971.0,,,,,,,,,,,,,,,,,,,,,,,,182.0,,,,,,,,,,,,,,,,,
568,order,85006,Micrococcales,AY174106.1.1429,,,,,,,,,,,,,,,845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,genus,1434702,Taibaiella,BAKX01000017.3683.5195,,,,,,,,,,,,,,,453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,
570,superkingdom_,1783272,Terrabacteria group,CP007452.1791602.1793117,,,,,,,,,,,,,,,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,order,135619,Oceanospirillales,CP007557.1530737.1532275,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,superkingdom_,1783272,Terrabacteria group,DJ390712.1.1488,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,superkingdom_,1783272,Terrabacteria group,DQ223730.1.1553,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,17.0,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
574,genus,551771,Vulcanibacillus,EF108446.1.1344,,,,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0
575,order,135619,Oceanospirillales,EU185451.1.1378,,,,,,,,,,,,,,,672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,order,85006,Micrococcales,GU361816.1.1480,,,,,,,,,,,,,,,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,order,135619,Oceanospirillales,JCKR01000002.426383.427912,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
